customer_id,last_order_date,days_since_purchase,lifetime_value,total_orders,churn_risk_flag
16610,2011-05-04 13:13:00,5515,39.30,1,Active
16388,2010-02-24 10:20:00,5949,39.20,1,Active
17875,2010-01-20 15:30:00,5984,39.20,1,Active
15234,2011-03-08 08:53:00,5572,39.12,1,Active
14234,2011-11-09 15:42:00,5326,39.08,2,Active
13563,2011-07-22 17:21:00,5436,39.05,1,Active
16877,2011-11-27 13:47:00,5308,39.03,4,Active
17042,2011-08-10 13:19:00,5417,39.00,3,Active
13399,2010-09-01 13:59:00,5760,39.00,2,Active
15347,2010-11-26 10:25:00,5674,39.00,1,Active
17583,2010-05-28 14:24:00,5856,39.00,1,Active
14650,2010-04-29 20:27:00,5885,39.00,1,Active
14537,2010-03-26 13:44:00,5919,39.00,1,Active
13033,2010-12-17 14:23:00,5653,39.00,1,Active
12551,2010-12-17 11:23:00,5653,39.00,1,Active
17363,2010-11-02 17:25:00,5698,39.00,1,Active
17856,2011-12-08 09:40:00,5297,39.00,1,Active
13974,2010-05-06 17:55:00,5878,39.00,1,Active
16897,2011-02-13 15:02:00,5595,38.98,2,Active
18217,2011-11-10 13:18:00,5325,38.85,3,Active
17104,2010-10-12 12:21:00,5719,38.85,1,Active
16712,2011-11-21 15:57:00,5314,38.75,6,Active
16264,2010-09-27 15:00:00,5734,38.75,2,Active
13745,2011-06-30 16:43:00,5458,38.74,2,Active
14289,2011-07-28 10:24:00,5430,38.70,3,Active
17763,2011-03-21 14:25:00,5559,38.70,3,Active
16585,2010-04-25 10:34:00,5889,38.65,1,Active
16972,2010-11-22 10:59:00,5678,38.60,2,Active
18248,2011-08-09 10:19:00,5418,38.58,2,Active
15837,2010-08-11 10:16:00,5781,38.55,1,Active
13355,2011-08-09 14:48:00,5418,38.50,1,Active
12776,2010-02-10 12:11:00,5963,38.50,1,Active
14406,2011-08-12 16:54:00,5415,38.50,1,Active
14850,2010-10-17 12:34:00,5714,38.30,3,Active
17756,2010-11-29 12:20:00,5671,38.30,3,Active
15612,2011-11-03 14:52:00,5332,38.25,2,Active
18270,2011-03-18 12:41:00,5562,38.25,1,Active
17983,2010-11-09 13:24:00,5691,38.20,1,Active
15496,2010-03-18 13:16:00,5927,38.20,1,Active
17247,2011-11-24 15:21:00,5311,38.12,1,Active
12821,2010-04-07 15:14:00,5907,38.10,1,Active
16185,2011-11-23 09:41:00,5312,38.10,2,Active
17154,2011-09-25 13:42:00,5371,37.92,1,Active
15436,2011-11-27 16:05:00,5308,37.80,3,Active
17425,2011-10-10 11:37:00,5356,37.80,1,Active
17119,2011-12-06 14:40:00,5299,37.80,1,Active
15349,2011-07-04 16:06:00,5454,37.75,2,Active
15525,2011-12-07 14:43:00,5298,37.74,4,Active
15820,2011-01-24 12:00:00,5615,37.68,1,Active
16278,2010-08-16 13:38:00,5776,37.65,2,Active
16111,2010-10-07 19:51:00,5724,37.56,1,Active
15589,2011-03-29 09:53:00,5551,37.50,1,Active
13135,2010-08-05 17:28:00,5787,37.50,1,Active
14521,2010-08-05 16:35:00,5787,37.32,1,Active
14954,2011-11-27 14:30:00,5308,37.28,2,Active
17637,2011-08-16 13:25:00,5411,37.23,1,Active
16371,2010-09-17 12:09:00,5744,37.20,1,Active
14636,2011-03-16 09:52:00,5564,37.20,1,Active
13283,2010-05-21 13:56:00,5863,37.20,2,Active
14601,2011-11-29 09:48:00,5306,36.96,1,Active
16615,2010-03-23 15:13:00,5922,36.90,1,Active
16079,2011-11-23 12:48:00,5312,36.90,2,Active
16487,2010-05-11 13:38:00,5873,36.85,2,Active
14652,2011-09-23 14:21:00,5373,36.81,1,Active
14519,2010-01-25 11:18:00,5979,36.75,2,Active
18037,2011-07-08 13:39:00,5450,36.65,5,Active
17387,2011-11-20 11:00:00,5315,36.62,2,Active
13375,2011-09-12 10:19:00,5384,36.50,2,Active
13484,2011-04-12 16:30:00,5537,36.50,3,Active
14119,2009-12-21 14:52:00,6014,36.48,1,Active
16606,2010-10-01 13:21:00,5730,36.36,1,Active
15915,2010-11-03 11:13:00,5697,36.33,1,Active
15773,2011-12-04 12:48:00,5301,36.32,2,Active
13247,2011-11-17 13:50:00,5318,36.30,3,Active
16277,2009-12-06 11:27:00,6029,36.19,1,Active
16922,2010-05-16 11:24:00,5868,36.15,1,Active
16119,2010-10-19 13:17:00,5712,36.06,2,Active
12738,2010-12-02 18:27:00,5668,36.00,1,Active
12574,2011-01-28 09:20:00,5611,36.00,1,Active
15830,2011-11-02 10:40:00,5333,36.00,1,Active
12532,2011-11-09 13:47:00,5326,36.00,1,Active
12491,2011-11-01 12:18:00,5334,36.00,1,Active
12686,2010-12-03 09:51:00,5667,36.00,1,Active
17798,2010-05-07 11:42:00,5877,36.00,1,Active
12729,2011-08-18 11:40:00,5409,36.00,1,Active
12522,2011-10-31 15:30:00,5335,36.00,2,Active
12559,2011-01-24 10:12:00,5615,36.00,1,Active
13594,2011-10-18 10:19:00,5348,35.95,2,Active
17355,2010-11-18 13:18:00,5682,35.95,1,Active
13482,2011-04-21 17:03:00,5528,35.70,2,Active
14186,2010-10-08 13:30:00,5723,35.70,3,Active
15130,2011-06-23 10:15:00,5465,35.70,1,Active
15780,2010-12-17 11:43:00,5653,35.70,1,Active
16417,2010-08-04 09:08:00,5788,35.70,1,Active
15833,2009-12-02 11:59:00,6033,35.70,1,Active
12702,2011-11-20 10:36:00,5315,35.70,1,Active
13551,2011-01-24 14:46:00,5615,35.70,1,Active
16677,2010-02-25 16:11:00,5948,35.70,1,Active
15979,2010-04-16 11:35:00,5898,35.70,1,Active
15543,2011-02-24 15:26:00,5584,35.64,2,Active
17276,2010-11-02 16:20:00,5698,35.60,1,Active
15779,2010-09-02 16:40:00,5759,35.55,2,Active
18146,2011-05-03 16:35:00,5516,35.55,1,Active
16739,2010-06-21 09:38:00,5832,35.55,1,Active
14716,2011-10-27 17:29:00,5339,35.44,2,Active
14776,2010-10-15 12:27:00,5716,35.40,2,Active
18105,2011-11-02 12:04:00,5333,35.40,1,Active
15691,2009-12-06 16:01:00,6029,35.40,1,Active
14319,2010-10-11 13:38:00,5720,35.40,1,Active
16618,2011-11-08 13:52:00,5327,35.40,1,Active
14567,2011-08-01 13:48:00,5426,35.40,1,Active
15951,2011-12-01 08:34:00,5304,35.40,2,Active
16589,2011-08-25 10:00:00,5402,35.40,2,Active
16552,2010-12-01 12:36:00,5669,35.40,1,Active
13424,2010-09-16 10:49:00,5745,35.40,1,Active
15302,2009-12-09 13:11:00,6026,35.40,1,Active
12819,2010-09-07 15:20:00,5754,35.40,1,Active
16472,2010-10-01 13:56:00,5730,35.40,1,Active
17053,2011-08-01 10:23:00,5426,35.40,1,Active
18198,2011-01-07 13:39:00,5632,35.40,1,Active
16864,2010-04-20 11:56:00,5894,35.40,1,Active
16270,2010-12-21 14:26:00,5649,35.40,1,Active
18222,2011-09-08 10:45:00,5388,35.40,1,Active
14029,2011-07-18 16:57:00,5440,35.40,1,Active
17292,2010-08-24 17:14:00,5768,35.40,2,Active
15225,2011-04-19 14:51:00,5530,35.40,1,Active
15209,2009-12-09 17:26:00,6026,35.40,1,Active
13921,2010-11-02 16:32:00,5698,35.40,2,Active
13683,2010-09-08 10:00:00,5753,35.40,1,Active
17842,2010-04-16 14:23:00,5898,35.40,1,Active
13255,2010-12-01 11:58:00,5669,35.40,1,Active
17430,2011-11-07 09:24:00,5328,35.40,2,Active
14892,2010-01-18 08:58:00,5986,35.40,1,Active
16602,2011-11-03 15:54:00,5332,35.40,2,Active
14950,2011-11-20 13:48:00,5315,35.40,1,Active
14377,2011-03-22 13:38:00,5558,35.40,1,Active
13860,2011-11-25 13:42:00,5310,35.40,2,Active
17899,2011-07-03 14:58:00,5455,35.31,1,Active
17093,2010-04-26 10:22:00,5888,35.28,1,Active
13251,2010-11-02 13:20:00,5698,35.20,1,Active
14476,2011-03-27 15:39:00,5553,35.15,1,Active
17110,2010-04-08 13:32:00,5906,35.10,1,Active
17917,2011-10-25 13:20:00,5341,35.10,3,Active
15198,2011-09-08 14:42:00,5388,34.83,3,Active
17100,2011-11-21 16:36:00,5314,34.82,1,Active
16340,2011-08-24 14:53:00,5403,34.81,3,Active
14761,2011-01-09 12:03:00,5630,34.80,2,Active
13218,2011-08-04 16:59:00,5423,34.80,1,Active
16508,2010-03-19 13:41:00,5926,34.80,1,Active
12968,2011-08-19 15:44:00,5408,34.80,1,Active
14882,2010-07-12 15:52:00,5811,34.75,3,Active
14509,2010-06-23 13:21:00,5830,34.74,1,Active
15541,2011-08-17 14:58:00,5410,34.73,1,Active
14600,2011-02-07 09:48:00,5601,34.70,1,Active
13660,2010-11-04 16:10:00,5696,34.65,1,Active
16252,2010-11-22 11:57:00,5678,34.50,1,Active
14058,2010-06-27 11:29:00,5826,34.50,1,Active
15706,2011-08-15 14:32:00,5412,34.30,1,Active
15545,2010-12-03 17:28:00,5667,34.30,1,Active
17541,2010-07-18 11:36:00,5805,34.25,1,Active
15620,2010-12-16 14:34:00,5654,34.20,2,Active
12889,2010-10-06 11:30:00,5725,34.20,2,Active
16334,2010-08-04 16:38:00,5788,34.19,1,Active
13738,2010-11-08 15:23:00,5692,34.13,1,Active
16155,2010-11-23 12:03:00,5677,34.05,2,Active
14647,2010-07-04 13:27:00,5819,34.05,1,Active
13955,2011-02-07 12:24:00,5601,34.04,2,Active
15847,2010-10-07 18:19:00,5724,34.03,3,Active
15578,2011-06-30 13:03:00,5458,34.00,1,Active
17144,2011-12-08 17:57:00,5297,34.00,2,Active
13682,2011-06-05 14:06:00,5483,34.00,1,Active
12895,2011-09-14 08:35:00,5382,34.00,1,Active
14297,2011-11-22 09:06:00,5313,34.00,2,Active
13768,2009-12-09 10:25:00,6026,33.90,1,Active
16261,2011-09-25 13:23:00,5371,33.85,4,Active
15509,2010-11-24 14:48:00,5676,33.75,1,Active
16920,2010-10-24 14:07:00,5707,33.70,1,Active
15441,2010-10-11 11:04:00,5720,33.60,2,Active
16413,2011-10-14 12:08:00,5352,33.60,2,Active
13945,2010-08-17 09:59:00,5775,33.45,1,Active
13274,2010-10-26 13:48:00,5705,33.45,1,Active
15634,2010-11-21 15:30:00,5679,33.45,1,Active
14742,2010-09-30 14:07:00,5731,33.45,1,Active
13191,2010-02-19 17:02:00,5954,33.41,1,Active
15582,2011-11-15 09:55:00,5320,33.40,2,Active
12660,2011-11-28 13:26:00,5307,33.30,1,Active
13825,2010-03-28 11:02:00,5917,33.20,2,Active
13456,2011-10-07 15:18:00,5359,33.20,1,Active
13413,2010-03-10 12:10:00,5935,33.18,3,Active
15897,2011-05-29 13:50:00,5490,33.11,2,Active
12964,2010-09-28 17:47:00,5733,33.10,1,Active
13724,2010-03-12 15:28:00,5933,33.00,1,Active
14208,2011-09-06 12:48:00,5390,33.00,2,Active
12622,2011-04-21 16:39:00,5528,33.00,1,Active
16614,2011-06-10 11:36:00,5478,33.00,1,Active
17486,2011-03-23 14:00:00,5557,33.00,1,Active
17998,2010-11-24 15:31:00,5676,32.95,3,Active
15878,2010-05-27 12:17:00,5857,32.85,2,Active
15338,2010-01-31 14:25:00,5973,32.85,1,Active
16780,2011-08-31 16:09:00,5396,32.85,3,Active
15342,2011-08-02 10:19:00,5425,32.76,1,Active
18048,2010-08-03 13:03:00,5789,32.75,1,Active
15806,2011-07-05 12:15:00,5453,32.70,1,Active
14128,2011-10-10 12:00:00,5356,32.70,2,Active
13272,2011-11-08 14:00:00,5327,32.70,2,Active
17493,2010-11-19 16:57:00,5681,32.70,1,Active
12774,2010-06-22 10:38:00,5831,32.70,1,Active
13079,2010-10-18 14:15:00,5713,32.70,1,Active
13127,2011-09-23 10:26:00,5373,32.70,1,Active
13315,2010-01-19 15:34:00,5985,32.70,1,Active
16969,2011-06-01 12:10:00,5487,32.70,1,Active
17162,2011-02-07 12:27:00,5601,32.70,1,Active
15930,2011-10-03 14:52:00,5363,32.70,1,Active
15155,2010-11-21 12:59:00,5679,32.58,1,Active
17582,2011-04-17 13:18:00,5532,32.55,3,Active
14238,2011-01-17 14:40:00,5622,32.50,2,Active
13667,2011-07-13 15:42:00,5445,32.47,1,Active
16251,2010-07-15 14:55:00,5808,32.46,1,Active
14787,2010-08-25 14:38:00,5767,32.45,1,Active
17784,2010-06-07 16:08:00,5846,32.30,1,Active
15771,2010-01-15 12:14:00,5989,32.25,1,Active
15522,2011-09-13 12:26:00,5383,32.20,1,Active
17566,2011-12-01 19:54:00,5304,32.10,2,Active
15655,2011-04-10 15:25:00,5539,32.10,1,Active
13948,2010-03-01 12:16:00,5944,32.06,2,Active
16517,2011-03-07 13:50:00,5573,32.05,1,Active
13897,2011-10-20 14:30:00,5346,32.00,2,Active
16301,2009-12-03 10:20:00,6032,32.00,1,Active
13024,2010-08-26 09:42:00,5766,31.95,2,Active
14639,2010-12-13 13:50:00,5657,31.95,3,Active
17254,2011-12-05 12:46:00,5300,31.94,3,Active
17864,2011-09-11 13:39:00,5385,31.90,3,Active
15368,2010-11-10 15:52:00,5690,31.80,1,Active
15363,2010-12-02 12:28:00,5668,31.80,1,Active
12897,2010-06-14 11:58:00,5839,31.80,1,Active
16621,2011-07-15 11:45:00,5443,31.80,2,Active
15559,2010-05-20 14:06:00,5864,31.80,1,Active
17670,2011-04-26 09:12:00,5523,31.80,1,Active
16113,2011-06-09 16:16:00,5479,31.65,1,Active
12920,2011-11-22 15:05:00,5313,31.60,3,Active
12512,2011-10-04 14:55:00,5362,31.56,2,Active
16586,2010-09-21 10:11:00,5740,31.50,1,Active
17385,2011-11-25 11:02:00,5310,31.48,1,Active
14261,2011-09-22 10:47:00,5374,31.40,1,Active
15450,2011-11-09 17:11:00,5326,31.40,1,Active
16759,2011-11-09 09:07:00,5326,31.30,2,Active
14067,2011-10-07 10:21:00,5359,31.28,2,Active
16307,2010-06-15 13:18:00,5838,31.20,2,Active
16453,2010-06-27 12:46:00,5826,31.20,1,Active
14789,2011-11-11 08:59:00,5324,31.20,1,Active
15029,2010-03-30 12:16:00,5915,31.20,1,Active
13951,2011-06-16 16:43:00,5472,31.20,2,Active
12941,2009-12-15 13:12:00,6020,31.20,1,Active
17112,2010-07-25 11:14:00,5798,31.10,1,Active
16971,2011-11-01 15:06:00,5334,31.10,1,Active
14879,2010-01-24 11:35:00,5980,31.07,1,Active
16046,2010-05-26 13:18:00,5858,30.96,1,Active
16454,2011-10-26 11:40:00,5340,30.95,4,Active
17156,2010-08-05 11:30:00,5787,30.90,1,Active
17207,2010-02-25 19:08:00,5948,30.90,1,Active
14259,2011-07-21 10:44:00,5437,30.90,1,Active
17370,2011-09-08 14:19:00,5388,30.90,2,Active
13387,2010-10-18 14:07:00,5713,30.85,1,Active
15048,2011-10-05 14:55:00,5361,30.76,4,Active
15894,2011-03-31 13:50:00,5549,30.74,2,Active
15661,2010-10-05 08:01:00,5726,30.72,2,Active
16721,2011-03-22 16:08:00,5558,30.70,1,Active
16234,2010-05-27 10:39:00,5857,30.66,1,Active
15881,2011-01-31 16:47:00,5608,30.64,1,Active
13606,2011-02-01 11:42:00,5607,30.60,1,Active
16579,2010-10-10 11:58:00,5721,30.60,1,Active
14497,2011-02-03 17:01:00,5605,30.60,2,Active
14144,2010-08-10 15:17:00,5782,30.60,1,Active
17311,2010-02-03 12:38:00,5970,30.60,1,Active
15085,2009-12-10 11:47:00,6025,30.60,1,Active
15399,2011-12-08 13:04:00,5297,30.60,2,Active
17431,2011-01-30 14:36:00,5609,30.60,1,Active
14148,2010-10-21 14:08:00,5710,30.60,1,Active
14268,2010-08-26 10:45:00,5766,30.60,1,Active
17405,2011-09-28 10:27:00,5368,30.54,2,Active
14791,2010-04-12 10:24:00,5902,30.48,1,Active
14637,2010-01-31 15:52:00,5973,30.48,1,Active
15743,2011-11-23 17:19:00,5312,30.48,3,Active
13282,2011-11-21 15:33:00,5314,30.45,2,Active
16849,2011-06-06 09:16:00,5482,30.45,1,Active
13622,2010-01-12 13:22:00,5992,30.36,1,Active
18265,2011-07-04 15:26:00,5454,30.30,1,Active
17532,2010-11-19 08:13:00,5681,30.30,1,Active
12764,2011-01-27 10:19:00,5612,30.30,1,Active
16561,2011-12-04 11:50:00,5301,30.30,2,Active
13765,2010-02-24 13:46:00,5949,30.24,1,Active
14468,2009-12-06 12:21:00,6029,30.24,1,Active
15352,2010-06-09 11:28:00,5844,30.20,1,Active
14517,2011-11-06 14:20:00,5329,30.20,2,Active
15682,2010-04-19 15:30:00,5895,30.18,2,Active
14780,2011-10-16 12:46:00,5350,30.16,1,Active
16657,2011-11-30 11:48:00,5305,30.13,3,Active
17804,2010-11-28 14:01:00,5672,30.10,2,Active
17495,2011-11-01 12:06:00,5334,30.00,1,Active
18278,2010-10-31 12:13:00,5700,30.00,1,Active
13016,2011-09-27 14:07:00,5369,30.00,2,Active
17868,2010-11-18 18:55:00,5682,30.00,1,Active
13847,2009-12-20 10:41:00,6015,30.00,1,Active
16959,2011-09-13 15:03:00,5383,30.00,1,Active
14008,2010-10-03 13:09:00,5728,30.00,1,Active
15297,2011-11-10 14:38:00,5325,30.00,1,Active
15151,2010-10-12 16:37:00,5719,30.00,1,Active
15699,2011-11-22 08:26:00,5313,30.00,1,Active
14488,2011-10-03 09:30:00,5363,30.00,1,Active
17420,2010-12-01 09:56:00,5669,30.00,1,Active
16142,2011-04-04 10:16:00,5545,30.00,1,Active
15824,2010-09-12 13:20:00,5749,30.00,1,Active
14084,2010-07-15 14:36:00,5808,30.00,1,Active
15960,2010-11-30 15:57:00,5670,30.00,2,Active
13308,2011-10-18 14:44:00,5348,30.00,2,Active
15213,2011-01-14 11:05:00,5625,30.00,1,Active
15814,2011-10-20 18:08:00,5346,30.00,1,Active
14785,2011-11-24 13:40:00,5311,30.00,1,Active
16091,2011-05-25 09:18:00,5494,30.00,1,Active
16408,2010-04-27 14:08:00,5887,29.98,1,Active
14526,2010-11-15 13:32:00,5685,29.95,1,Active
16403,2011-01-31 13:39:00,5608,29.90,1,Active
16299,2010-08-19 17:46:00,5773,29.85,1,Active
14224,2011-07-17 13:40:00,5441,29.77,6,Active
15315,2011-10-06 12:51:00,5360,29.76,2,Active
12666,2010-11-10 16:40:00,5690,29.70,1,Active
14777,2010-11-01 12:50:00,5699,29.70,1,Active
15908,2010-07-15 19:21:00,5808,29.60,1,Active
15457,2011-03-22 15:31:00,5558,29.60,1,Active
16304,2010-01-14 08:30:00,5990,29.60,1,Active
13284,2011-01-13 09:23:00,5626,29.55,1,Active
16289,2010-09-03 14:02:00,5758,29.53,1,Active
16486,2010-06-20 12:16:00,5833,29.50,1,Active
16559,2010-11-07 13:52:00,5693,29.50,1,Active
15238,2011-09-05 15:26:00,5391,29.46,1,Active
17945,2010-01-12 11:40:00,5992,29.42,2,Active
15906,2011-11-20 12:24:00,5315,29.40,4,Active
18224,2011-03-21 10:30:00,5559,29.40,1,Active
17619,2011-01-31 14:18:00,5608,29.35,1,Active
17266,2011-12-07 14:12:00,5298,29.30,4,Active
17915,2010-06-06 13:22:00,5847,29.21,1,Active
17283,2010-11-26 11:53:00,5674,29.10,1,Active
17319,2010-02-08 15:47:00,5965,29.10,1,Active
14072,2010-02-11 12:31:00,5962,29.10,1,Active
15451,2010-10-01 13:40:00,5730,29.00,2,Active
17462,2011-10-10 13:56:00,5356,28.98,2,Active
17260,2010-10-24 13:21:00,5707,28.90,1,Active
14683,2010-04-30 17:18:00,5884,28.72,1,Active
12581,2011-10-31 08:56:00,5335,28.50,1,Active
12568,2010-03-05 09:15:00,5940,28.50,1,Active
14335,2011-09-04 13:07:00,5392,28.48,1,Active
14529,2011-09-23 13:48:00,5373,28.46,2,Active
15386,2011-06-06 13:47:00,5482,28.44,1,Active
16090,2010-03-25 13:05:00,5920,28.43,1,Active
18117,2011-11-14 12:47:00,5321,28.40,1,Active
17121,2010-11-02 11:47:00,5698,28.40,1,Active
17518,2010-10-10 12:40:00,5721,28.35,2,Active
17488,2010-03-08 14:07:00,5937,28.25,1,Active
16850,2011-01-10 11:09:00,5629,28.20,1,Active
16599,2010-11-19 12:45:00,5681,28.20,1,Active
16536,2011-08-21 15:54:00,5406,28.20,1,Active
14594,2011-12-02 13:28:00,5303,28.15,2,Active
14662,2011-11-11 12:13:00,5324,28.14,4,Active
18126,2011-10-10 12:19:00,5356,28.12,1,Active
14976,2011-10-13 16:37:00,5353,28.10,4,Active
14187,2010-08-23 12:06:00,5769,28.05,1,Active
17833,2009-12-16 13:40:00,6019,28.05,1,Active
12442,2011-12-06 14:22:00,5299,28.00,1,Active
12548,2011-06-26 15:35:00,5462,28.00,1,Active
14420,2010-01-17 12:41:00,5987,27.90,1,Active
15294,2010-10-25 11:45:00,5706,27.90,1,Active
13007,2010-05-09 10:38:00,5875,27.90,1,Active
16538,2010-06-16 16:47:00,5837,27.86,2,Active
16937,2010-07-28 17:56:00,5795,27.85,1,Active
14325,2010-05-19 09:20:00,5865,27.78,1,Active
14809,2010-03-28 15:42:00,5917,27.75,1,Active
15415,2011-01-30 14:13:00,5609,27.70,1,Active
18004,2010-12-12 13:47:00,5658,27.65,1,Active
17971,2010-06-09 14:04:00,5844,27.60,1,Active
17606,2009-12-02 13:32:00,6033,27.60,1,Active
14884,2010-02-08 12:56:00,5965,27.50,1,Active
15215,2011-10-24 11:40:00,5342,27.50,2,Active
13879,2010-03-04 10:49:00,5941,27.50,1,Active
14179,2011-10-18 14:00:00,5348,27.50,1,Active
12723,2011-12-06 10:19:00,5299,27.48,1,Active
18193,2011-06-27 13:58:00,5461,27.48,2,Active
16926,2010-07-13 12:58:00,5810,27.45,2,Active
14834,2011-10-12 13:30:00,5354,27.40,2,Active
17335,2010-11-21 10:17:00,5679,27.38,1,Active
15403,2009-12-09 12:45:00,6026,27.36,1,Active
14010,2010-05-23 12:46:00,5861,27.30,1,Active
12965,2011-09-11 15:31:00,5385,27.28,1,Active
15982,2010-04-13 15:47:00,5901,27.26,1,Active
16882,2011-04-14 14:36:00,5535,27.10,1,Active
16039,2010-03-21 15:17:00,5924,27.00,1,Active
15423,2010-03-28 13:42:00,5917,27.00,1,Active
13066,2011-11-15 12:57:00,5320,26.99,2,Active
15869,2011-03-07 17:23:00,5573,26.95,2,Active
13125,2010-07-04 11:58:00,5819,26.88,1,Active
17490,2010-05-19 12:40:00,5865,26.85,1,Active
13671,2010-11-10 10:50:00,5690,26.80,1,Active
14598,2011-10-26 13:19:00,5340,26.71,2,Active
14830,2011-10-17 14:29:00,5349,26.65,1,Active
17554,2011-07-14 20:01:00,5444,26.55,1,Active
15707,2011-11-04 14:35:00,5331,26.51,3,Active
15868,2010-05-05 14:11:00,5879,26.43,1,Active
12833,2011-07-17 13:46:00,5441,26.43,1,Active
16002,2010-03-24 13:08:00,5921,26.40,1,Active
14692,2011-04-18 15:14:00,5531,26.35,3,Active
15060,2011-11-30 14:17:00,5305,26.24,2,Active
13460,2011-10-21 09:50:00,5345,26.10,1,Active
17727,2011-11-24 17:06:00,5311,26.10,1,Active
17224,2010-07-26 13:30:00,5797,26.10,1,Active
14093,2011-11-27 16:27:00,5308,26.07,1,Active
18163,2010-05-04 14:51:00,5880,26.00,1,Active
13716,2011-03-15 13:49:00,5565,25.97,1,Active
17253,2011-11-21 12:59:00,5314,25.90,1,Active
15282,2010-05-18 16:27:00,5866,25.85,1,Active
13442,2010-01-05 16:04:00,5999,25.75,2,Active
17459,2011-10-10 17:00:00,5356,25.67,1,Active
15422,2010-05-18 12:49:00,5866,25.65,2,Active
15843,2011-02-09 10:19:00,5599,25.50,1,Active
14073,2011-11-07 15:49:00,5328,25.50,1,Active
15852,2010-07-01 10:16:00,5822,25.50,1,Active
17202,2010-10-15 11:25:00,5716,25.50,1,Active
15083,2011-03-28 12:18:00,5552,25.50,1,Active
16909,2011-09-28 16:45:00,5368,25.50,1,Active
15524,2010-04-12 09:19:00,5902,25.50,1,Active
17938,2010-10-15 14:27:00,5716,25.40,1,Active
15700,2011-06-19 15:36:00,5469,25.25,1,Active
16951,2011-02-08 14:58:00,5600,25.20,1,Active
15949,2011-11-23 09:09:00,5312,25.20,2,Active
13180,2010-04-11 13:37:00,5903,25.20,1,Active
14889,2011-01-07 15:19:00,5632,25.20,1,Active
15731,2010-06-04 10:10:00,5849,25.20,1,Active
16752,2010-12-02 12:18:00,5668,25.20,1,Active
18032,2011-01-09 15:32:00,5630,25.20,1,Active
16212,2010-03-31 12:16:00,5914,25.20,1,Active
14955,2009-12-07 11:35:00,6028,25.19,1,Active
16024,2011-11-27 13:26:00,5308,25.17,1,Active
18120,2011-05-09 13:45:00,5510,25.10,1,Active
14372,2010-09-22 16:17:00,5739,25.08,2,Active
14150,2011-11-04 10:05:00,5331,25.08,2,Active
13579,2010-09-10 12:24:00,5751,25.08,2,Active
16699,2010-05-19 10:37:00,5865,25.05,4,Active
18137,2010-06-06 14:18:00,5847,25.05,2,Active
17196,2010-10-08 11:31:00,5723,25.00,1,Active
16257,2011-06-16 10:11:00,5472,25.00,1,Active
17195,2010-02-22 13:05:00,5951,24.84,1,Active
15097,2011-12-05 14:03:00,5300,24.81,2,Active
16198,2011-09-25 14:58:00,5371,24.80,1,Active
13616,2010-05-20 12:59:00,5864,24.75,2,Active
12958,2010-11-04 16:16:00,5696,24.65,2,Active
18005,2011-12-06 11:51:00,5299,24.53,2,Active
13666,2011-02-25 13:05:00,5583,24.50,3,Active
17458,2011-11-24 13:01:00,5311,24.46,2,Active
16082,2010-02-07 15:16:00,5966,24.45,1,Active
17982,2010-01-28 09:38:00,5976,24.45,1,Active
16753,2011-10-12 13:14:00,5354,24.44,1,Active
12904,2011-11-21 14:34:00,5314,24.43,2,Active
16901,2009-12-10 16:30:00,6025,24.40,1,Active
14458,2010-11-24 12:43:00,5676,24.40,1,Active
15553,2011-10-10 14:02:00,5356,24.35,1,Active
15875,2010-03-03 16:51:00,5942,24.30,1,Active
16980,2011-02-21 12:58:00,5587,24.24,2,Active
15175,2011-09-29 11:31:00,5367,24.00,1,Active
13395,2011-06-07 15:04:00,5481,23.94,3,Active
18119,2010-12-07 11:59:00,5663,23.90,1,Active
15839,2011-11-06 13:54:00,5329,23.84,2,Active
16961,2010-11-16 16:37:00,5684,23.70,1,Active
17933,2010-03-17 15:11:00,5928,23.69,1,Active
15746,2011-07-28 15:21:00,5430,23.63,1,Active
17934,2010-10-29 12:23:00,5702,23.60,1,Active
15519,2010-11-21 14:35:00,5679,23.55,2,Active
17301,2011-11-18 13:43:00,5317,23.55,2,Active
13533,2011-06-10 11:54:00,5478,23.52,2,Active
17808,2010-06-08 13:02:00,5845,23.50,2,Active
17233,2010-09-17 13:20:00,5744,23.48,2,Active
14281,2010-10-27 14:45:00,5704,23.40,1,Active
15045,2011-07-11 11:33:00,5447,23.40,1,Active
17973,2011-10-19 10:34:00,5347,23.40,1,Active
15276,2010-11-10 16:06:00,5690,23.30,2,Active
18121,2011-07-08 12:14:00,5450,23.30,1,Active
14378,2010-03-28 12:22:00,5917,23.25,1,Active
17227,2010-09-29 12:24:00,5732,23.13,3,Active
15548,2010-04-23 12:20:00,5891,23.10,1,Active
17052,2011-11-11 14:50:00,5324,23.09,1,Active
17057,2010-04-22 19:21:00,5892,23.08,1,Active
14131,2010-03-01 11:59:00,5944,22.88,1,Active
16243,2011-10-16 12:09:00,5350,22.85,1,Active
16685,2011-10-09 13:44:00,5357,22.84,1,Active
16311,2011-11-22 08:54:00,5313,22.80,2,Active
16345,2011-10-26 16:03:00,5340,22.80,2,Active
16827,2010-11-11 14:04:00,5689,22.80,2,Active
14929,2010-10-14 12:22:00,5717,22.80,1,Active
14972,2011-08-03 14:54:00,5424,22.71,2,Active
17759,2011-11-22 16:02:00,5313,22.70,4,Active
16796,2011-09-11 14:01:00,5385,22.70,1,Active
